iter	F1	Logloss
140	0.7248598131	0.401045539
141	0.7254718744	0.4009034413
142	0.7254718744	0.4008055733
143	0.7257100149	0.4006404229
144	0.7257100149	0.4003649706
145	0.7257100149	0.4003256116
146	0.7261170312	0.400158525
147	0.7261170312	0.4000933906
148	0.7261170312	0.4000281957
149	0.7258788332	0.3999171979
150	0.7258788332	0.3998275889
151	0.7258788332	0.399751866
152	0.7258788332	0.3996873669
153	0.7261170312	0.3995729505
154	0.7263551402	0.3995547081
155	0.7265931602	0.3994138205
156	0.7265931602	0.3993451465
157	0.7265931602	0.399318887
158	0.7265931602	0.3992331504
159	0.7265931602	0.3991688025
160	0.7265931602	0.3990365067
161	0.7265931602	0.3989538559
162	0.7265931602	0.3988639746
163	0.7265931602	0.3987512525
164	0.7265931602	0.3987026966
165	0.7268310912	0.3986121498
166	0.7268310912	0.3985921829
167	0.7269669221	0.3985307091
168	0.7269669221	0.3984361991
169	0.7272047833	0.3983344587
170	0.7272047833	0.3982541676
171	0.7272047833	0.3982258207
172	0.7272047833	0.3981166381
173	0.7278161778	0.3978531962
174	0.7275784753	0.3976438766
175	0.7278161778	0.3975978317
176	0.7279521674	0.3974597274
177	0.7279521674	0.397397588
178	0.7279521674	0.397318265
179	0.7281898001	0.3971484859
180	0.728427344	0.3970616904
181	0.7284619697	0.3969404369
182	0.7284619697	0.396808595
183	0.7286995516	0.3967308148
184	0.7286995516	0.3966146438
185	0.7286995516	0.396573984
186	0.7288357316	0.3964449555
187	0.7288357316	0.3964130992
188	0.7286995516	0.3962846758
189	0.7288357316	0.3960118252
190	0.7288706058	0.3959577634
191	0.7288706058	0.3958677611
192	0.7288706058	0.3958030805
193	0.7292445774	0.3957046376
194	0.7292445774	0.3955434806
195	0.7292445774	0.395354854
196	0.7292445774	0.3952745932
197	0.7292445774	0.3952136336
198	0.729618549	0.3951165824
199	0.7294821462	0.3949841354
200	0.7294821462	0.3949017871
201	0.7299570174	0.394795176
202	0.7292445774	0.3945952046
203	0.7292445774	0.3944971853
204	0.7294821462	0.3944193749
205	0.7294821462	0.3943142159
206	0.7294821462	0.394191117
207	0.7294821462	0.3939363577
208	0.7297196262	0.3938264187
209	0.7297196262	0.393776804
210	0.7297196262	0.3937136966
211	0.7298560479	0.3936098687
212	0.7300934579	0.393575804
213	0.7300934579	0.3934913683
214	0.7300934579	0.3933690862
215	0.7300934579	0.3933292129
216	0.7300934579	0.393280415
217	0.7299570174	0.3931621263
218	0.7296842892	0.3929416434
219	0.7296842892	0.3928749964
220	0.7294469357	0.3927150797
221	0.7294469357	0.3926583859
222	0.7294469357	0.3925800007
223	0.7297196262	0.392512446
224	0.7297196262	0.3924422291
225	0.7298560479	0.3923645398
226	0.7300934579	0.3922422577
227	0.7299570174	0.3921503495
228	0.7299570174	0.3920729021
229	0.7299570174	0.3919279002
230	0.7300934579	0.3918432224
231	0.7303307793	0.3917450216
232	0.7303307793	0.3916835478
233	0.7304672897	0.3916131191
234	0.7308411215	0.3915340684
235	0.7306038512	0.3914413433
236	0.7306038512	0.3913915169
237	0.7308411215	0.3913079282
238	0.7309777529	0.3911826208
239	0.7308411215	0.3911130997
240	0.7308411215	0.3910461199
241	0.7309777529	0.3909294648
242	0.7309777529	0.390888563
243	0.7312149533	0.3908404609
244	0.7310422114	0.3907132476
245	0.7310422114	0.3906100551
246	0.731452065	0.3905132459
247	0.7312791783	0.390347793
248	0.7312791783	0.3902703154
249	0.7312791783	0.3901970732
250	0.7316890882	0.3901527225
251	0.731588785	0.3900930034
252	0.731588785	0.3900174922
253	0.7318258269	0.3899423138
254	0.7312791783	0.389671823
255	0.7314157639	0.3895102122
256	0.7314157639	0.3894637135
257	0.7317893164	0.3892759037
258	0.7317893164	0.3891538637
259	0.7317893164	0.389041323
260	0.7317893164	0.3889535897
261	0.7317893164	0.3888637689
262	0.7317893164	0.3888123693
263	0.7317893164	0.38876699
264	0.7317893164	0.3887044271
265	0.7319260228	0.3886316387
266	0.7319260228	0.3885488668
267	0.7321628689	0.388492899
268	0.7321628689	0.3884119424
269	0.7322996451	0.3883141046
270	0.7322996451	0.3882604965
271	0.7322996451	0.3881367623
272	0.7322996451	0.3881034237
273	0.7328101644	0.3878906855
274	0.7330468896	0.387779839
275	0.7331838565	0.3876936486
276	0.7331838565	0.3875877938
277	0.7331838565	0.3875226896
278	0.7331838565	0.3874186198
279	0.7331838565	0.3873432902
280	0.7331838565	0.3872447868
281	0.7331838565	0.3872064564
282	0.7334205119	0.3870253325
283	0.7336946365	0.3868546156
284	0.7339312407	0.3868079052
285	0.7339312407	0.3867251939
286	0.7340683984	0.3865961654
287	0.7340683984	0.3865602855
288	0.7340683984	0.386526493
289	0.7338317757	0.386238637
290	0.7338317757	0.3861974024
291	0.7339689662	0.3861255518
292	0.7341062079	0.3860264434
293	0.7341062079	0.3859687815
294	0.7341062079	0.3858673739
295	0.7341062079	0.3858174264
296	0.7341062079	0.3857701714
297	0.7341062079	0.3857130237
298	0.7341062079	0.3856808044
299	0.7341062079	0.3855682335
300	0.7341062079	0.3855006486
301	0.7341062079	0.385439084
302	0.7342056075	0.3853694419
303	0.7343428678	0.3851947619
304	0.7344801795	0.3850958653
305	0.7344801795	0.3850567786
306	0.7347167695	0.3849729781
307	0.7348541511	0.3848514221
308	0.7348541511	0.3847617829
309	0.7349915841	0.3846481834
310	0.7352281227	0.3845320124
311	0.7352281227	0.3844413143
312	0.7352281227	0.3844067958
313	0.7354645728	0.3843813834
314	0.7357009346	0.3842699923
315	0.7360747664	0.3842256719
316	0.7360747664	0.384142537
317	0.7360747664	0.3841010906
318	0.7363109699	0.3840682359
319	0.7364485981	0.3839622602
320	0.7364485981	0.3838596122
321	0.7364485981	0.383757902
322	0.7371567345	0.3837296156
323	0.7367831123	0.3836681115
324	0.7370190512	0.383630477
325	0.7367831123	0.3834896801
326	0.7367831123	0.3832982703
327	0.7366454987	0.383284838
328	0.7366454987	0.3832316535
329	0.7369796528	0.382883443
330	0.7369796528	0.3828367628
331	0.7369796528	0.3827643677
332	0.7369796528	0.3825828808
333	0.7369796528	0.3825116353
334	0.7374906647	0.3823711712
335	0.7374906647	0.3822820463
336	0.7374906647	0.3822114663
337	0.7374906647	0.3821992442
338	0.7374906647	0.3821755562
339	0.7374906647	0.3821329299
340	0.7374906647	0.3821094234
341	0.7374906647	0.3820708207
342	0.7376283847	0.3820187858
343	0.7376283847	0.3819992122
344	0.7379039791	0.3818362098
345	0.7379039791	0.3818049586
346	0.7379039791	0.381769956
347	0.7380418535	0.3816679736
348	0.7381797795	0.3816301575
349	0.738317757	0.3815490798
350	0.738317757	0.3814163605
351	0.7385535414	0.3813901615
352	0.7385535414	0.3813396392
353	0.7380818845	0.3812354786
354	0.7380818845	0.38117343
355	0.7385535414	0.3811001576
356	0.7386915888	0.3810498168
357	0.7386915888	0.3810196849
358	0.7386915888	0.380938456
359	0.7386915888	0.3808892951
360	0.7386915888	0.3808577111
361	0.7386915888	0.3807357618
362	0.7388296878	0.3806785839
363	0.7388296878	0.3806454267
364	0.7386915888	0.3806235842
365	0.7389273033	0.3805730619
366	0.7387892377	0.3805243548
367	0.7389273033	0.3804756779
368	0.7386915888	0.38019478
369	0.7386915888	0.3801558749
370	0.7389273033	0.3801304322
371	0.7390654206	0.3800508672
372	0.7392035895	0.3800069098
373	0.7392035895	0.3799475839
374	0.7392035895	0.3799105544
375	0.7392035895	0.3798835688
376	0.7394392523	0.3797142738
377	0.7394392523	0.3796235152
378	0.7394392523	0.37954752
379	0.7394392523	0.3794946985
380	0.7395774911	0.3794138326
381	0.7395774911	0.3793993415
382	0.7395774911	0.379357532
383	0.7395774911	0.3792942733
384	0.7395774911	0.3792635968
385	0.7399513928	0.3791949531
386	0.7402281653	0.3791686634
387	0.7402281653	0.3790573328
388	0.7402281653	0.3789753173
389	0.7402281653	0.3789545941
390	0.7400897532	0.3789211949
391	0.7406576981	0.3788122846
392	0.7403252944	0.3787097274
393	0.7406991961	0.3786559983
394	0.7409345794	0.3785351078
395	0.7409345794	0.3785164418
396	0.7409345794	0.3784368163
397	0.7409345794	0.3783001943
398	0.7410730978	0.3782754172
399	0.7410730978	0.3782606538
400	0.7412116679	0.3781663859
401	0.7412116679	0.378130143
402	0.7412116679	0.3780566285
403	0.7413502899	0.3779977564
404	0.7417243314	0.3778979825
405	0.7419596111	0.3778706339
406	0.7420983729	0.3778037146
407	0.7422371867	0.3777395785
408	0.7422371867	0.377705544
409	0.7422371867	0.3775868318
410	0.7422371867	0.3775033944
411	0.7423760524	0.3774764391
412	0.7423760524	0.3774113652
413	0.7425149701	0.3772867839
414	0.7422796182	0.3771808081
415	0.7422796182	0.3771334623
416	0.7422796182	0.3771174283
417	0.7422796182	0.3770496619
418	0.7424185698	0.3769952067
419	0.7424185698	0.3768574957
420	0.7424185698	0.3768261235
421	0.7426539397	0.3767712145
422	0.7426539397	0.3767428978
423	0.7426539397	0.3767227797
424	0.7426539397	0.3767020262
425	0.7426539397	0.3765945983
426	0.7426539397	0.376578776
427	0.7425575735	0.3765167879
428	0.7425575735	0.376425031
429	0.7425575735	0.3763875174
430	0.7425575735	0.3763497013
431	0.7425575735	0.37627177
432	0.7427929614	0.3761840367
433	0.7432634731	0.3761131844
434	0.7435417447	0.3759687875
435	0.7435417447	0.3758417255
436	0.7435417447	0.3757796466
437	0.7435417447	0.3757334505
438	0.7435417447	0.375686619
439	0.7435417447	0.375638517
440	0.7435417447	0.3756139517
441	0.7435417447	0.3755879342
442	0.7435417447	0.3755746532
443	0.7435417447	0.3755515097
444	0.7435417447	0.3754965403
445	0.7435417447	0.3754697665
446	0.7436809586	0.3754186997
447	0.7436809586	0.3753899897
448	0.7436809586	0.3753247948
449	0.7436809586	0.3752712472
450	0.7436809586	0.375239996
451	0.7439161363	0.3752116188
452	0.7439161363	0.3751691438
453	0.7441512259	0.375134716
454	0.7441512259	0.3751012866
455	0.7441512259	0.3750940864
456	0.7441512259	0.3750518837
457	0.7441512259	0.3750317353
458	0.7441512259	0.3750177282
459	0.7441512259	0.3750054153
460	0.7441512259	0.374968174
461	0.7441512259	0.3749532896
462	0.7441512259	0.3748647999
463	0.7441512259	0.3748243821
464	0.7441512259	0.3747527736
465	0.7442905279	0.37469133
466	0.7442905279	0.3746334865
467	0.7442905279	0.3746179063
468	0.7442905279	0.374577307
469	0.7442905279	0.3745625738
470	0.744334145	0.3744263452
471	0.744334145	0.3744067413
472	0.7444735856	0.374334679
473	0.744708747	0.3741550677
474	0.7448482578	0.3741015504
475	0.7448482578	0.3740596502
476	0.7448482578	0.3740032891
477	0.7448482578	0.3739396673
478	0.7448482578	0.3738981301
479	0.7448482578	0.3738778305
480	0.7450833489	0.373753703
481	0.7450833489	0.3737427212
482	0.7450833489	0.37368037
483	0.7452229299	0.3735657419
484	0.7452229299	0.3735298317
485	0.7452229299	0.3734924997
486	0.7452229299	0.3734485725
487	0.7452229299	0.3732955536
488	0.7452229299	0.3732617611
489	0.7452229299	0.3732029193
490	0.7452229299	0.3731696109
491	0.7452229299	0.3731171524
492	0.7452229299	0.3730895315
493	0.7456419869	0.3730261215
494	0.7456419869	0.3729970485
495	0.7456419869	0.3729798044
496	0.7456419869	0.3729487952
497	0.7457817773	0.3729032344
498	0.7460168697	0.372867052
499	0.7460168697	0.3728249097
